authorId,name,url
11016708,Lizhen Lu,
2639069,Liegang Xia,
47912181,Haiping Yang,
2116573615,Shu-jun Li,
50204789,Gunjan Pandey,
143839815,R. Weber,
108283191,Ioannis Marakakis,
107809095,Titika Kalimeri,
35629016,R. Shamshiri,
2050822171,Cornelia Weltzien,
2754221,I. Hameed,
4850448,T. Grift,
51260647,S. K. Balasundram,
2266590,Lenka Pitonakova,
144940484,D. Ahmad,
4053056,J. Greenhouse,
48224429,Edward H. Kennedy,
2055848310,M. O'Brien,
1706062,R. Arkin,
2000524643,Priya Rathore,
145587691,Jyoti Jain,
5518481,Y. Rouphael,
3988489,L. Spíchal,
7175075,Klára Panzarová,
36995045,G. Colla,
21611617,L. Klein,
30968235,H. Hamann,
2093721536,Nigel Hinds,
47271057,Supratik Guha,
1571171295,L. Sanchez,
41180453,B. Sams,
51310502,N. Dokoozlian,
102688602,C. Moriarty,
77728609,D. Cowley,
144948649,T. Wade,
1890726,C. Nichol,
1393055706,G. O. Mayrink,
143928161,D. Valente,
81449102,D. M. Queiroz,
41329689,F. Pinto,
11177816,R. Teófilo,
31680109,C. Mendenhall,
2058991419,A. Wrona,
3243276,Jinsheng Duan,
2112535407,Xuan Dong,
2115436643,Yang Shen,
4904301,Beibei Gao,
14068904,Zhaoxian Zhang,
7243393,Tongchun Gao,
48958181,Minghua Wang,
2118343589,Sonia Gupta,
2124974757,Mohit Kumar,
143746538,R. Priyadarshini,
2485621,H. Jull,
2850693,R. Künnemeyer,
16301438,P. Schaare,
2205695012,Anne‐Katrin Mahlein,
3103340,G. Polder,
2119140504,Achim Walter,
9309089,Hongmin Gao,
2116763868,Yao Yang,
151487426,Chenming Li,
2146381804,Hui Zhou,
2052432637,Xiaoyu Qu,
2108226060,Xue Wang,
9326499,Qiuju Xie,
9333765,Tiemin Ma,
2454067,Jingfu Zhu,
144168722,S. Heist,
2111573661,Chen Zhang,
51241716,Karl Reichwald,
2513220,P. Kühmstedt,
2212578,G. Notni,
3198775,A. Tünnermann,
1491595534,José Érico do Nascimento Barros,
51212460,Thomas Kostaropoulos,
4693781,L. Papageorgiou,
52031570,S. C. Tsaniras,
2465652,D. Vlachakis,
2343227,E. Eliopoulos,
9455273,T. W. Cenggoro,
35514304,A. Budiarto,
65786676,Reza Rahutomo,
2948465,Bens Pardamean,
34722009,A. Volkova,
143762689,J. Baird,
147010517,Irah Wajchman,
147076197,Julian Guinane,
48823390,Luke Mease,
39620964,R. Sikka,
48621823,Randall Rhees,
120018452,R. Priya,
143943271,D. Ramesh,
47652527,Ekaansh Khosla,
46577696,Eric Smalley,
1704916,J. Aleotti,
1746877,M. Amoretti,
2079219071,Alessandro Nicoli,
46954165,S. Caselli,
2286558960,P. Sai Aravind,
48383159,Jalpa Shah,
2608782,D. Kurup,
2631150,Jianzhai Wu,
2752092,Shuqing Han,
2108324459,Jifang Liu,
50406099,Shradha Verma,
2649983,A. Chug,
1788663,A. Singh,
40934448,A. Uribeetxebarria,
48273183,E. Daniele,
3238367,A. Escolà,
34843989,J. Arnó,
1403283844,J. A. Martinez-Casasnovas,
35698608,D. Srikar,
2064958585,K. Sairam,
46291006,T. Srikanth,
144674108,Gayathri Narayanan,
145625575,K. Vrinda,
122521199,E. Boston,
47431088,L. Nicol,
47795762,C. Nicol,
8870035,A. Jung,
40574107,R. Michels,
2183151843,Graser Rainer,
48532592,Adriane Parraga,
2049534809,D. Doering,
67197750,Joao Gustavo Atkinson,
144844182,T. Bertani,
2059124117,C. O. A. Filho,
143977743,M. R. Q. D. Souza,
51897508,Raphael Ruschel,
1772966,A. Susin,
1576100042,Andrés Rodríguez,
143822181,Alejandro Fernández,
2913594,J. H. Hormazabal,
46629409,N. Thompson,
47052099,A. Checcucci,
6496517,G. diCenzo,
40378419,V. Ghini,
2234246,M. Bazzicalupo,
49078765,A. Becker,
4200031,F. Decorosi,
15995689,Johannes Döhlemann,
13466817,C. Fagorzi,
6720158,T. Finan,
2162040,M. Fondi,
1984438,C. Luchinat,
6006159,P. Turano,
13053080,T. Vignolini,
3923599,C. Viti,
2170753,A. Mengoni,
1769456,Petre Lameski,
2269444,Eftim Zdravevski,
145404865,A. Kulakov,
144869987,Liang Wan,
2110511961,Yijian Li,
50762136,Haiyan Cen,
51440675,Jiangpeng Zhu,
21114514,Wenxin Yin,
2110588610,Weikang Wu,
152270352,Hongyan Zhu,
2125607453,Dawei Sun,
1687903,Weijun Zhou,
72277943,Yong He,
152817993,María Angeles Rodríguez,
144732520,L. Cuenca,
1781413,Á. O. Bas,
47959485,M. Suma,
9356434,P. Madhumathy,
50520366,Q. Vu,
145720995,M. Raković,
1693523,V. Delić,
144719761,A. Ronzhin,
46581238,Xia Yao,
2139645125,Haiyang Si,
152138567,T. Cheng,
2057612327,Min Jia,
2143841216,Qi Chen,
49902497,Yongchao Tian,
26560296,Yan Zhu,
1979404,W. Cao,
2145763755,Chaoyan Chen,
2115670986,Jiayu Cai,
2057937819,Rongrong Gao,
40428693,D. Petrović,
79040980,M. Jurišić,
2166780436,Tadić Vjekoslav,
2166779875,Plaščak Ivan,
2166780851,Barač Željko,
51369613,B. Keswani,
32141216,A. G. Mohapatra,
83042679,Amarjeet Mohanty,
47688201,Ashish Khanna,
152171655,J. Rodrigues,
1685090538,Deepak Gupta,
2536066,V. Albuquerque,
2921272,Bernát Wiandt,
145644551,V. Simon,
49104901,Tianxiang Zhang,
2824791,Jinya Su,
36281937,S. Fausti,
94445653,D. Clay,
88347737,S. Clay,
2073898770,S. Chandran,
3012038,Rahul B. Kasat,
2236226,Yu-Hsuan Tu,
1994963,S. Phinn,
145118138,K. Johansen,
32194191,A. Robson,
3235263,Ciro Potena,
144143750,D. Nardi,
144446984,Alberto Pretto,
1831678,C. Goumopoulos,
48822726,Gabriele Castellano,
2240943194,Fulvio Risso,
2193659,Riccardo Loti,
2642093,Tien-Dung Nguyen,
66661891,T. S. Sang Nguyen,
2075330360,Nhat-Tan Le,
66757215,V. A. Vu,
67177996,Dong Cong Trinh,
66664128,Tuan Christian Truvant,
66773932,Thanh Dang Bui,
2068881692,D. I. Patrício,
34775267,Rafael Rieder,
144724781,Vivek K. Singh,
108364189,J. Sharma,
1964167,A. K. Pathak*,
11669945,C. Ghany,
34560861,M. Gondal,
151501558,S. Umamaheswari,
1998844603,R. Arjun,
144859041,D. Meganathan,
122890367,Md. Ariful Islam,
86920169,Kohinur Akter,
147693700,Noor Jahan Nipu,
2113243895,Amlan Das,
2286686584,Md. Mahbubur Rahman,
150228126,Mohimanur Rahman,
1929055,H. Ahn,
1757942,Feras Dayoub,
52016246,Jose D. Adriano,
52000879,Yara C. T. Mendes,
145533267,G. Marcondes,
1766601,Vasco Furtado,
2447298,Ilham Kitouni,
2611860,Djamel Benmerzoug,
2460019,F. Lezzar,
2106223744,V. Novak,
4866786,K. Křížová,
100563616,R. Napitupulu,
2816314,Ryo Shigeta,
1773545,Y. Kawahara,
66478527,G. D. Goud,
2139267487,Balaji Naik Banoth,
31218822,Rajul S. Patkar,
30598830,M. Ashwin,
9580384,M. Vinchurkar,
49621630,A. Adami,
2594901,F. Giacomozzi,
67288744,Leandro Lorcnzclli,
2094522412,M. Baghini,
145328913,V. Rao,
1505575256,B. Kumari,
145949596,Ashwni Kumar,
31548736,H. Jawad,
145641122,R. Nordin,
2389255,S. Gharghan,
40454886,A. Jawad,
143652229,M. Ismail,
1404221218,M. Abu-AlShaeer,
122757512,Ekta Panwar,
2078528933,Ankush Agarwal,
5313776,V. Pruthi,
52216448,A. J. Bautista,
2496910,S. Wane,
1657328359,A. Ezzo,
3267104,Xiaoyan Ai,
2108171309,Yong-heng Zhang,
51288015,Hong-Hong Ma,
152278378,T. Yu,
8387189,Zhongfang Yang,
14820841,Q. Hou,
2114308850,Qing-Liang Zeng,
2151036414,Rui Wang,
81099504,Sae-Han Suh,
79590308,Ji-Eun Jhang,
81714805,Kwanghee Won,
2110848884,Sung Y. Shin,
2265056,C. Sung,
1403446235,M. Poveda-Villalón,
1994208987,Quang-Duy Nguyen,
2456138,C. Roussey,
2485410,C. D. Vaulx,
2499071,J. Chanet,
104043381,M. Bhat,
34910903,T. Raja,
2395065783,S. Maqbool,
38557616,Sang-il Na,
48976451,Chanwon Park,
97486626,K. So,
134044932,H. Ahn,
5798061,Kyungdo Lee,
113931978,Hongbin Dou,
2155988960,Chengliang Zhang,
2151530957,Lei Li,
117645882,Guangfa Hao,
84581808,Bofeng Ding,
117610707,W. Gong,
2148764490,P. Huang,
67040395,Leonard Mabele,
20579196,Lorna Mutegi,
1713536,C. Krintz,
1682591,R. Wolski,
6654501,Nevena Golubovic,
2083413149,F. Bakir,
72348220,Yan-ge Ma,
77883360,Q. Xiong,
74506480,Jianqiang Zhu,
84231383,Shunyao Jiang,
2194798531,Mona Hamed Hashim,
98432129,A. M. Adam,
103623825,Mohamed Ali Dawoods,
98285125,I. M. Fangama,
14695521,Nazia Rafique,
26937126,Sehrish Nazir,
51290067,Sumaira Akram,
15578132,K. Ahad,
80308956,Afshan Gohar,
81496730,Surriya Tariq Abbasi,
2055104354,Ijaz Ahmed,
2328890885,Khalid Rafique,
40022702,A. Kennedy,
2543585,Bryan M. Wittmann,
33963284,A. M. Evans,
4713774,Luke A. D. Miller,
38411720,D. Toal,
48760946,Shaun Lonergan,
3718606,S. Elsea,
4977798,K. Pappan,
48738267,Guangqi Wang,
49721993,Yu Han,
2118445799,Jian Chen,
2111415786,Yue Pan,
70448265,Yi Cao,
143748182,Hao Meng,
1781359448,Nannan Du,
2110767727,Yongjun Zheng,
1393506482,B. Enkhtaivan,
120333457,P. Pattison,
49487869,J. Tsao,
2841903,G. Brainard,
1597814148,Bruce Bugbee,
7394657,S. Sut,
153635484,C. Franceschi,
40517164,Gregorio Peron,
15744186,G. Poloniato,
1389243804,S. Dall'acqua,
73549727,А. М. Гурьянов,
83437980,Алексей Анатольевич Артемьев,
2135649775,Max Well de Oliveira Rabelo,
2053838354,N. P. Griebeler,
2096233092,Nilton Ricetti Xavier Nazareno,
2152822,F. Morillo,
2055013732,B. Bornstein,
66660622,L. Mirvakhabova,
17928009,M. Pukalchik,
2057507958,S. Matveev,
80089383,P. Tregubova,
1738205,I. Oseledets,
96753632,Yaya Suleman,
12974156,R. V. Manurung,
9383519,D. Kurniawan,
95052373,I Dewa Putu Hermida,
31381402,A. Heryana,
2934965,Kristen S. Veum,
34888973,Paul A. Parker,
6756066,K. Sudduth,
3220948,S. Holan,
145071337,G. Villani,
145362527,P. Castaldi,
153659811,C. Stanghellini,
66878357,F. Tomei,
47114757,P. Zanetti,
67189966,S. Panizzi,
3308894,Ivan D. Zyrianoff,
51956625,Alexandre Heideker,
143845572,Dener Silva,
40578527,S. Sadowski,
1805815,P. Spachos,
1410802019,Bertha Mazon-Olivo,
1410802843,Dixys L. Hernández-Rojas,
1450822564,José Maza-Salinas,
2064029262,Alberto Pan,
152497714,R. Srinivasan,
2667596,E. Kannan,
40807277,Yasser Mesmoudi,
74629807,Mohammed Lamnaour,
26591453,Yasser El Khamlichi,
7748831,A. Tahiri,
3358506,A. Touhafi,
2456513,An Braeken,
50002364,Oscar Barrero,
66880265,Sebastin Tilaguy,
66817230,Yuli M. Nova,
84047991,F. Belista,
49103807,M. Go,
82380242,Loraine L. Luceñara,
82720174,Charles Jedidiah G. Policarpio,
143779554,Xedret Jan M. Tan,
3392957,R. Baldovino,
2060429112,Sergio Morales,
2086660354,Jose Magallanes,
145157748,C. Delgado,
9378141,Ruth Canahuire,
79455257,J. Huuskonen,
34721549,T. Oksanen,
48943981,M. Bayram,
81708230,Remziye Asar,
50765298,V. Özdemir,
2144543357,Jiahuan Li,
46696753,Liqing Zhou,
2286094739,Julián Alberto,
2286131710,Patiño Murillo,
1411363870,J. J. Castro-Maldonado,
1405313153,J. Patiño-Murillo,
1450786269,A. E. Florian-Villa,
2286147618,O. E. Guadrón-Guerrero,
27787707,Marco Terán,
145901699,Henry Carrillo,
2056617276,Carlos Parra,
2052665226,M. Schumacher,
91196401,Simon Ohnmacht,
91843549,R. Rosenstein,
144434484,R. Gerhards,
2436462,N. Ahmed,
102424067,D. De,
2533312,I. Hussain,
14361885,Young Shin Hong,
1399900380,J. Choi,
14614076,E. Nho,
11997683,I. Hwang,
145927505,N. Khan,
49882808,N. Jamila,
6423964,K. Kim,
1405074066,Katty Lagos-Ortiz,
1405074061,José Medina-Moreira,
1453348257,Andrea Sinche-Guzmán,
1411075940,Mayra Garzón-Goya,
1414666226,Vanessa Vergara-Lozano,
1398759108,R. Valencia-García,
145660905,S. Saravanan,
143950941,S. Suguna,
33315921,Jiafeng Yao,
104263154,Guiping Zhu,
144625647,T. Zhao,
49407355,M. Takei,
2118502414,Liang Han,
2115537296,Hao Yang,
143778544,Bo Xu,
48458509,Zhenhai Li,
2115881391,Xiaodong Yang,
90149249,A. Orozco,
2107779892,W. L. Lin,
2107564556,H. X. Shen,
2150678937,H. F. Liu,
143668831,S. F. Xia,
2145162736,W. W. Zhang,
2067405890,F. Toro,
1809291,A. Tsourdos,
35580309,Quoc Hung Ngo,
46258289,Ali Mohsin,
2069022648,Qiong Shen,
2115554170,Xinyu Wang,
2115308169,Xiaoming Zhang,
3255494,Chenghai Yang,
143611766,Chunjiang Zhao,
1792073,Minzan Li,
34716047,S. Bernardo,
120886863,L. Dinis,
145340016,Nelson Machado,
1399402628,J. Moutinho-Pereira,
51432014,B. Aragon,
1919533,R. Houborg,
144327492,K. Tu,
144450239,J. Fisher,
20538593,M. Mccabe,
2268255335,Maciej M. Misiura,
2370002720,Jan Filipe,
2370006279,Carrie L Walk,
2237550135,I. Kyriazakis,
5739950,J. Habel,
3707430,Mike Teucher,
6563519,D. Rödder,
145320945,António B. Sousa,
2690121,Carlos Resende,
2109776051,André Pereira,
2072950205,Waldir Moreira,
2906619,K. Vercauteren,
8112049,Michael J. Lavelle,
5202326,H. Campa,
145754365,Abdulla Mohamed,
2316003,P. Culverhouse,
1692929,A. Cangelosi,
2149303136,Chenguang Yang,
121707432,I. Bragança,
40534031,P. Lemos,
1400773735,C. Delerue-Matos,
6763545,V. Domingues,
2270705144,K. Sujatha,
2126743554,J. Sandhya,
1471448201,Jitta Sai Chaitanya,
2023290394,R. Subashini,
40511771,Ashish Gupta,
15966255,Hari Prabhat Gupta,
49236705,Preti Kumari,
1845888952,Rahul Mishra,
40843998,Surbhi Saraswat,
1778257,Tanima Dutta,
144159094,M. Hossam,
2128588822,Mohamed Kamal,
91944620,M. Moawad,
49533975,Mohamed Maher,
2057821935,Mohamed Salah,
92417594,Youssef Abady,
2058582553,A. Hesham,
47003569,Kunal Goel,
40117801,A. Bindal,
150237111,M. M. Vihari,
7420917,U. R. Nelakuditi,
150235881,M. Teja,
28890017,Saad Abouzahir,
2641332,M. Sadik,
2098846,Essaid Sabir,
2109850273,Shivi Sharma,
2471373,Geetanjali Rathee,
2310182,H. Saini,
33963626,Alena Otto,
2699766,Niels A. H. Agatz,
145576528,James F. Campbell,
1761717,B. Golden,
2899189,E. Pesch,
65954758,F. Z. Bassine,
34944282,A. Errami,
2652817,M. Khaldoun,
2098184097,R. Dhanesha,
1500661300,Naika C. L. Shrinivasa,
1411529236,Rekha B. U.,
3241872,V. Desai,
1419461140,Pratigya S. Ajawan,
145189562,S. K. Jha,
35374798,N. Lamb,
144811861,Mooi Choo Choo Chuah,
2697060,D. Egea,
1405244167,Antonio Tripiana-Caballero,
1402919988,J. López-Salcedo,
1401642241,G. Seco-Granados,
51232520,W. D. Wilde,
2915620,B. Bougard,
14132374,J. Sleewaegen,
145217549,Alexander Popugaev,
96543052,Nursyahirah Mohd Shatar,
66521536,Mohd Azizi Abdul Rahman,
96723338,Sheikh Ahmad Zaki Shaikh Salim,
36922480,M. Ariff,
31315616,M. N. Muhtazaruddin,
94700046,Ahmad Kamil Ahmad Badlisah,
32195017,George Eldho John,
35638045,G. Renjith,
2068866017,Neil K. Thomas,
117806426,Rohit Joseph Mammutil,
2110937846,A. Singh,
2109726288,Sandeep Kumar,
3161078,Danilo Pianini,
2309813556,Ahmed Elzanaty,
3354671,A. Giorgetti,
1710215,M. Chiani,
49241906,L. Comba,
8141701,A. Biglia,
98103381,D. R. Aimonino,
49227246,P. Gay,
2031128515,J. Roux,
3184018,J. Fourniols,
101933599,G. Soto-Romero,
2443907,C. Escriba,
2054512173,Baowei Su,
2917210,Gengxing Zhao,
2019684689,Chao Dong,
73979672,Y. Syafarinda,
74884254,F. Akhadin,
2349895465,Z. Fitri,
2102822659,Yogiswara,
2177029182,B. Widiawan1,
145002610,E. Rosdiana,
143854935,R. Radha,
49192132,A. Tyagi,
48990480,K. Kathiravan,
79616240,G. S. Betzy,
3363232,R. Vaddi,
145815213,P. Manoharan,
2385871,K. Mochida,
34600014,Satoru Koda,
2110322796,Komaki Inoue,
1744285,T. Hirayama,
2492952,Shojiro Tanaka,
2985732,R. Nishii,
1774633,F. Melgani,
40184079,Francesco Ferrarese,
49563646,S. Pappalardo,
115773332,Alberto Cosner,
92760414,S. Brugnaro,
114543407,Kaodi Alum,
2079347612,Angelica Dal Pozzo,
2002363,M. Marchi,
66527783,Penny A C Hundleby,
1872737,W. Harwood,
49282672,M. Elhoseny,
2115844515,Xiaohui Yuan,
10148761,Gunasekaran Manogaran,
48818035,Susan Chan,
2070316,Abderrahim Halimi,
103198079,Fengzheng Zhu,
6588375,I. Gyongy,
145405011,R. Henderson,
2029380,R. Bowman,
144519519,S. Mclaughlin,
9069648,G. Buller,
144134091,J. Leach,
39364039,M. Ziliani,
145412183,S. Parkes,
48004695,I. Hoteit,
47375786,O. Gustafsson,
2061184002,Daniel Barry,
144208900,A. Willig,
40565606,G. Woodward,
2073745422,T. Rajasekaran,
3456810,S. Anandamurugan,
1795440,Hengbiao Zheng,
2164550,Jiale Jiang,
2144386048,Yong Liu,
2153635766,Yu Zhang,
2067973966,Ferdinand Langer,
51166128,L. Mandtler,
51305953,E. Palazzolo,
29371562,Maria Jeseca C. Baculo,
36940378,N. Marcos,
145629760,V. Sowmya,
144456263,K. Soman,
2158637,M. Hassaballah,
3069975,S. Shete,
32407329,Srikant Srinivasan,
29904434,S. Mirnezami,
3042938,B. Ganapathysubramanian,
1800224,P. Schnable,
1958543,T. Gonsalves,
97684560,P. Garre,
2063971112,A. Harish,
46762787,Lina Yuan,
1729778,Huajun Chen,
145116762,Jing Gong,
2133461932,F. Rançon,
1959387,L. Bombrun,
2407212,B. Keresztes,
145813480,C. Germain,
37385490,R. Surase,
27395001,K. Kale,
74173681,Mahesh M. Solankar,
3368821,A. Varpe,
2604510,H. Gite,
9225638,A. Vibhute,
2374464036,L. ShanthiD.,
2108969426,Haifeng Wang,
2109326271,Yinwen Chen,
2144391789,Zhitao Zhang,
3479279,Haorui Chen,
48570003,Xianwen Li,
2026979065,Mingxiu Wang,
1471897352,H. Chai,
27388096,Y. Lan,
1745235212,Shengde Chen,
84541856,John Carlo Q. Agetano,
83400300,Niña Angela T. Pamplona,
83370457,Genoah Lee Hernia,
83693315,Ingrid Carissa C. Obnial,
2324892914,Eugenia R. Zhuo,
48512538,Christopher Miles,
145608590,R. Dantas,
2241246796,Richard Webster,
8885851,V. Palazzi,
123210223,F. Gelati,
122451205,U. Vaglioni,
3192243,F. Alimenti,
3223031,P. Mezzanotte,
2124830,L. Roselli,
2097574840,Pengbo Gao,
36124320,Yan Zhang,
2381452163,Linhuan Zhang,
48678658,R. Noguchi,
3487291,T. Ahamed,
1574052464,Sakthiprasad K. M.,
2895319,R. K. Megalingam,
6658269,Thomas M. Koutsos,
2261221356,Georgios Menexes,
32833683,Christian Grasso,
1997810,G. Schembra,
1941886,Alexander K. Savochkin,
145140623,A. Timoshenko,
2070431118,Mikhail Ivanov,
2970345,S. Krawetz,
145533512,A. Greenfield,
66987900,Marco F. S. Xaud,
27088096,A. C. Leite,
66066618,Evelyn S. Barbosa,
2062790733,Henrique D. Faria,
2075259193,Gabriel Loureiro,
2129087,P. From,
1387646085,Ankur Pandey,
66233951,Piyush Tiwary,
2110208938,Sudhir Kumar,
2288899549,Sajal K. Das,
2098502,C. Costa,
1954964,U. Schurr,
2026088,F. Loreto,
3363929,P. Menesatti,
2444772,S. Carpentier,
51074469,P. Filippi,
145414696,Edward Jones,
66371288,N. Wimalathunge,
38197548,Pallegedara D. S. N. Somarathna,
65956839,L. Pozza,
23183629,S. Ugbaje,
14931218,Thomas G. Jephcott,
40590961,Stacey Paterson,
117261245,T. Bishop,
5632300,Nikolay P. Kandul,
46701369,Junru Liu,
17937456,H. Sánchez C.,
41133734,Sean L. Wu,
69983523,John M. Marshall,
6928917,O. Akbari,
2160845942,Edward J. Jones,
145392358,Laura García,
2170419,L. Parra,
144697002,J. M. Jiménez,
3141184,P. Lorenz,
2156146032,Lu Zhang,
2118914555,Tiantian Wang,
2108076191,Yiran Liu,
48813224,Qingling Duan,
145330189,T. Khan,
2281333353,D. S. Kumar,
2042545331,Hikaru Kumamoto,
23538456,K. Iida,
8140467,Shigeto Nakamura,
35874282,E. Ueda,
66031965,Igor Kopestenski,
39874026,P. V. Roy,
3289696,G. Nikolaou,
26971129,D. Neocleous,
49348201,N. Katsoulas,
2684968,C. Kittas,
2107106532,R. N. Santos,
88086944,E. Mercante,
72073627,J. Johann,
30628210,C. H. E. D. Souza,
49853845,C. Cattani,
88286233,A. Paludo,
72211238,Zhan Yubin,
66581698,W. Zhengying,
2113455828,Zhang Lei,
10427774,Jiang Weibing,
35096685,Dewei Yi,
49359204,Jinya Su,
39703990,A. Verger,
34281634,Y. Qu,
40664154,Wei Zhao,
3316452,Baodong Xu,
3408633,Yelu Zeng,
2152352252,Ke Liu,
35729269,Jing Li,
134270801,Kandula Syamu,
2186011,Vaishali Maheshkar,
2111282229,Bhupendra Singh,
37140717,T. Ravi,
2052839986,Jiang Bian,
2108168976,Junying Chen,
2004704057,Haiying Chen,
153550442,Chenfeng Cui,
83819170,Shuobo Chen,
2113771687,Qiuping Fu,
6218849,J. Hampton,
13575639,D. MacKenzie,
48297858,D. Forsyth,
143978217,Chi Wu,
1751498,Xingang Liu,
48661318,Xiaohu Wu,
1688479,F. Dong,
28686573,Jun Xu,
65787211,Yunxi Zheng,
86963894,Yongquan Zheng,
145619089,Ryan Yang,
2761385,Shifei Yang,
47532452,G. Hau,
123405493,Chia-Wei Sung,
7278766,Hongtao Yu,
2499984,Lionel Touseau,
1887907,N. L. Sommer,
4750412,K. Ding,
47688359,A. Khanna,
3011642,Sanmeet Kaur,
39611239,W. Maes,
4765721,K. Steppe,
104204493,S. Nairizi,
2108558,V. Honkote,
38890993,D. Kurian,
144702291,S. Muthukumar,
152597498,Dibyendu Ghosh,
49000184,Satish Yada,
2055618295,Kartik Jain,
101184771,Bradley Jackson,
1746469,Ilya V. Klotchkov,
2795921,Mallikarjuna Rao Nimmagadda,
80563412,Shreela Dattawadkar,
2392645013,Pranjali Deshmukh,
2110760279,Ankit Gupta,
80214331,Jaykant Timbadiya,
2392645153,Ravi Pali,
5882944,Karthik Narayanan,
80071930,Saksham Soni,
1819217323,Saransh Chhabra,
2392646263,Praveen Dhama,
2392646962,N. Sreenivasulu,
81275979,Jisna Kollikunnel,
2357281996,Sureshbabu Kadavakollu,
2392646695,Vijay Deepak Sivaraj,
2094611,Paolo A. Aseron,
38703276,Leonid Azarenkov,
2392646931,Nancy Robinson,
2347350209,Arun Radhakrishnan,
2285065857,Mikhail J. Moiseev,
49773022,G. Nandakumar,
2392645150,Akhila Madhukumar,
2096038613,Roman Popov,
1643842608,K. P. Sahu,
2392665156,Ramesh Peguvandla,
2392707570,Alberto Del Rio Ruiz,
29331157,Mukesh Bhartiya,
32605653,Anuradha Srinivasan,
2285065772,Vivek De,
90908136,Mulham Fawakherji,
153742343,Aliaa Youssef,
2759880,D. Bloisi,
7975972,P. Patel,
31065551,Dinesh B. Vaghela,
2108824249,Yuzhen Wang,
2117952625,Jinhui Li,
122024799,Xinyuan Wang,
2109457890,Xiao Yang,
49890766,Yi Zhang,
7375030,Qi-xiang Sun,
48128882,Jinxing Zhou,
78289071,Xiaonong Zhou,
1646631762,S. Basavaraju,
2074669239,V. A. Rangan,
1446368137,S. Rajgopal,
2053673817,A. Tejeda,
2053180408,R. C. Castro,
2108539696,Linlin Wang,
2108520393,Yali Zhang,
46702713,Huihui Zhang,
37898126,M. Tahir,
2056449368,Shichao Ou,
2142989738,Xiaotao Liu,
30858338,Pengchao Chen,
5426420,D. Streiner,
145107392,E. A. Pandya,
30983974,Alin Cosma,
40134264,L. Cristea,
90444108,C. Zamfira,
50189274,D. Thaler,
34336795,M. Head,
1736317,A. Horsley,
35993396,V. Sagan,
2496780,M. Maimaitijiang,
2325550,P. Sidike,
88728930,Kevin Eblimit,
47109477,K. Peterson,
81968790,S. Hartling,
2240316027,Flavio Esposito,
26896744,Kapil Khanal,
27524444,M. Newcomb,
34788566,D. Pauli,
2112937421,Rick Ward,
144485801,F. Fritschi,
34892854,N. Shakoor,
2491793,T. Mockler,
91656893,Jasmine Neupane,
48544694,Wenxuan Guo,
2822905,I. Halachmi,
29344003,M. Guarino,
143755240,J. Bewley,
2819055,M. Pastell,
121173986,Joey Gallegos,
153612611,M. Luong,
16962917,J. Stoneking,
148241983,Taajza Singleton,
147620033,M. Truong,
2166041242,Xianling Yan,
147198919,Klaudia Cymerska,
122866576,Javier Martín,
2057960485,Ó. Sánchez,
147263490,Kayla Uy,
2061066960,R. Cheung,
146265594,Brandon Hawi,
2056139368,Humza Khan,
2057099945,Aaron Liang,
148124257,S. Riazi,
2110240439,Joshua Wang,
2054869857,P. Hernandez,
148084382,S. Lodi,
31317199,M. Olivieri,
8468202,Daniela Parada,
100493127,Calvin Sun,
46521755,Xinni Liu,
97228623,Fengrong Han,
9443026,K. Ghazali,
32964243,I. Mohamed,
2116810669,Yue Zhao,
49588981,Siddharth Singh Chouhan,
3092565,U. Singh,
145877208,Sanjeev Jain,
22784439,Kavita M. Berger,
39905496,Phyllis A. Schneck,
2231495,P. Hric,
87809087,Ľ. Vozár,
2090256,P. Kovar,
77692243,M. Corrieri,
47705643,Natalie Roy,
1938597197,Knesha N Rose-Davison,
152823589,Chad J. Roy,
6886715,J. Bosilevac,
6668031,H. Dwivedi,
8892354,P. Chablain,
4230375,M. Ullery,
47754701,J. S. Bailey,
8173992,V. Dutta,
1708590,Zhigang Han,
46874221,Fen Qin,
1891081,Caihui Cui,
2108162393,Yannan Liu,
2151979395,Lingling Wang,
2872373,Pinde Fu,
51457224,Y. Liu,
2118976820,Ying Zhao,
2146332752,Tianyi Zhang,
49645233,Yunyun Chang,
2118512442,Shuangjie Wang,
145416328,Rubing Zou,
145101450,Guonian Zhu,
144201824,Li-rong Shen,
20320346,Yirong Guo,
5846556,Stanley W. Nadir,
1395817920,Victor Jaoko,
107748999,P. Osano,
88575460,P. Ongugo,
2375920779,P. K. Priya,
2265543029,Dr. N. Yuvaraj,
49829224,M. Suresh,
1920368,S. Ashok,
2157354935,S.Arun kumar,
2094651649,P. Sairam,
31124338,Yang-Yang Zheng,
26434105,Jianlei Kong,
40430910,Xue-bo Jin,
2118774822,Xiaoyi Wang,
2847804,Tingli Su,
48304150,Min Zuo,
2148904327,Zhengyang Zhang,
35645192,Zengyu Mi,
2090247382,Zhenzhen Dong,
2144221714,Hao Wang,
9723467,Yongwei Tang,
2109130503,Maoli Wang,
49530575,Jingbo Zhao,
2865211,Junhu Ruan,
2143529656,Yuxuan Wang,
123337480,F. Chan,
31429904,Xiangpei Hu,
3404059,Minjuan Zhao,
2075371823,Fangwei Zhu,
1991299,Baofeng Shi,
1491235429,Yan Shi,
145957468,Fan Lin,
107861987,J. G. Damaceno,
13004557,C. Cesaroni,
1958556,L. Spogli,
