sourcePaperId,targetPaperId
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,bb2e6a8d516f775586e109ca591ed3acbed9f12d
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,343400879ef6fe433cc090c39f3fbb1a846076f0
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,abf35bb32d077832d6cc1ead91a01b68b3628413
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,14a2b3b4480a42364fec89fad613edcbb4909333
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,bd86d4b98aacd579eeff70c296226a4a18296e94
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,3e2780df51017956e81f700ffb0225785c3ba90c
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,065b7e09cc81e44d5f7912e6aaf7d551f3770532
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,da7a70a97733eaaee04bf0c253314f29ed10aa53
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,488ce2aee490784fa68e3c7a4c52f8a629856d09
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,985001efb8d132c7f44bb14808e5f95684f0dfa0
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,8d478b70394d39e0d7d7d58d3c014087923ade1d
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,71130cbe93a92959ca1ede99269c2caca75c8a86
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,d074dd03ae0392b91996c4993a218dab143470df
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,4508cc47899805213f9d29fc1a9ed414429d88f8
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,b0a6c43773a77c83d8d3049e850ba61502375f3e
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,056fb11cd0a37f29e70a32762b219c3d64d47ff4
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,f3ced6f8de2918cc3950b7dd320d8dccc743cf87
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,c91062c3e1c4cd489765d74a2a71344050ef9d66
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,b9b82c81b3eccb9b188ff2de0382f98f63b94ab4
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,52d7cd5af5fa402c88ac5d355d2bd120b5544846
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,2145ee21793db812efc510c8d3c6b7b63885eba8
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,a6b0f71c5f6e4d7e1ed5ed869f95e7aad6982fef
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,861172a3b256f3b810382150acd8c9589fc3dbdf
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,eb3ee8879530026ea6629f9a5bd3d05377a3bd0d
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,3cd116429d9b3e107a22466cb0afb983ba59df9e
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,c8a150ea5a5b067c4d8962c3f1c10d65899df6a0
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,630aa7ac96a19b9e87d85a287de20ab2688c93d7
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,f1a8eeaa5fce96d6b8f8dd6ec6b02b84b65d5675
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,41f7aefc68a9f700723a79e1d15e2ca3ae4acd7c
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,b4440022718ade9b9011fa2ed204ab0a7695ea6c
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,1103d069fdeecc8c4a9508c7f02163e2027c6807
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,8158a95dae3cc35a511a95499a33e2158ba171c9
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,c31812d4ebb66411ec7cbfab3b75c0164ce7eadf
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,229a48124bea5ebffb15e0bc7e701597c7fa12f4
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,b275181487c00f59ccd66eb04bf20fa0c4f923da
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,b68f57493a635f8123d114f16eff860371ac2059
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,41fc386ea6b8740e717e095cbcb11af3cc278975
a3408d2ec113c88aba76b4f70657c22aee47891e,d39e11dab69c7c0dd253992b3fcd6be94116bfaa
a3408d2ec113c88aba76b4f70657c22aee47891e,c67781cafab769a723347592de89e04426f9da4e
a3408d2ec113c88aba76b4f70657c22aee47891e,506cecf7a44d8d46da10a7264822a92f7c39ec9b
a3408d2ec113c88aba76b4f70657c22aee47891e,65c0b81f3830724f42b4980115da9cd67c0ed798
a3408d2ec113c88aba76b4f70657c22aee47891e,ec58cb203e87e5e9c56ec61ccbf2fafe48297bb6
a3408d2ec113c88aba76b4f70657c22aee47891e,2f53b52efaa126d9f8684b5213529db82c585dac
a3408d2ec113c88aba76b4f70657c22aee47891e,db47affe86484e8e34124299c3f63141395ceb7e
a3408d2ec113c88aba76b4f70657c22aee47891e,2534050beba18ea3c76fea3dadf408d1910679a4
a3408d2ec113c88aba76b4f70657c22aee47891e,2f01111ac50aa8bafffa01cb5b93c135013e9d00
a3408d2ec113c88aba76b4f70657c22aee47891e,5280a48fd4c9c03ffb38f8d68e4c4a6867104d22
a3408d2ec113c88aba76b4f70657c22aee47891e,7fdba08792cf2c846b87bf2a7e49bae3d31aa9af
a3408d2ec113c88aba76b4f70657c22aee47891e,c1fb360e5d0bbd40a2a2562147a954eacaa33895
a3408d2ec113c88aba76b4f70657c22aee47891e,cf96c91378903fe7f6580a9390f51979de449c14
a3408d2ec113c88aba76b4f70657c22aee47891e,1e34435375dcfc6381200ac6d23c48037b3fa5a9
5ad3993b2b56f10931e55bd2394931204e568b44,3b01978c882706deb8f28d8d7104e41b446092eb
5ad3993b2b56f10931e55bd2394931204e568b44,908b9e0f9794649c614619b180a3acfab1332858
5ad3993b2b56f10931e55bd2394931204e568b44,c017ffe9cf16edab2a3ff22d98d474084f4ac934
5ad3993b2b56f10931e55bd2394931204e568b44,419e6dc40ab1320057c5d0e3330331a295466f51
5ad3993b2b56f10931e55bd2394931204e568b44,8f398be5ce0d851a43fc7dac9ed01ee22b423176
5ad3993b2b56f10931e55bd2394931204e568b44,7b0f24744c3093e5fe5ffd0b8bf089d8aa718690
5ad3993b2b56f10931e55bd2394931204e568b44,5eef0679ea02c85037d9ccdfab9530530b69cc60
5ad3993b2b56f10931e55bd2394931204e568b44,23ca4d3cf0d430f3db20c92f406e067eac067d7a
5ad3993b2b56f10931e55bd2394931204e568b44,40836a45b870194ef1ff78d7530fb59032d51eba
5ad3993b2b56f10931e55bd2394931204e568b44,e9f0b42d732a94c3d227e5c45225d37a01680d1d
5ad3993b2b56f10931e55bd2394931204e568b44,c48243c64b85e6ea9d8a651dd2a8cb498e0e0d16
5ad3993b2b56f10931e55bd2394931204e568b44,e5206431740eb3a09e9a4a726a58511a758b413c
a8752c484834395b408157260ceb68973de11591,1a71f356f33bc6c9ecc98a051f33e363988092a9
a8752c484834395b408157260ceb68973de11591,e99027514a1ea409844a713290105309791a9af6
a8752c484834395b408157260ceb68973de11591,31cb91dfce1a8f097481f3f92ab5e4b5b9d4fa46
a8752c484834395b408157260ceb68973de11591,ee0a4de1ad851f020295812c5921da71d0b29661
a8752c484834395b408157260ceb68973de11591,77b2a02dccfe5adbcd053c3cd60e026b0a62ac20
a8752c484834395b408157260ceb68973de11591,57fc8021580199586b6e7694b89daff4928c9f18
a8752c484834395b408157260ceb68973de11591,f8428286033c05fd3bed3a06b684736b0d707a47
a8752c484834395b408157260ceb68973de11591,e1f6890da6fb8992328c14d3f0e8eddea2636f78
a8752c484834395b408157260ceb68973de11591,a7451a8f0c9817af3258ab5022b8616405e6ccf1
a8752c484834395b408157260ceb68973de11591,442a39fd945b00a15ff3072714366b40eefb6ca7
a8752c484834395b408157260ceb68973de11591,4cb8e72978f76ef84177d5e96d08acec0b593163
a8752c484834395b408157260ceb68973de11591,612bd849f7458dab1c82e5bbf1d1ee5c072d3894
a8752c484834395b408157260ceb68973de11591,ba3028a6730a7e57912bf545b561d6e82337efbc
a8752c484834395b408157260ceb68973de11591,757df16ced0f0806452a15c99d59a87a563aeec7
a8752c484834395b408157260ceb68973de11591,a543347de2ab10e191a1130c04d88e012f4bca21
a8752c484834395b408157260ceb68973de11591,e886011e2b7c5d33cc07b1b554b589d9ac5e4d64
a8752c484834395b408157260ceb68973de11591,042b309e8aa7a798f11ee596eb50548f2d8b7c5a
a8752c484834395b408157260ceb68973de11591,9f172706e2c0661f7983c334574c44290e2574f7
a8752c484834395b408157260ceb68973de11591,bbf4ff2d72c1bb191408a9bb7ce564449f9fdf37
a8752c484834395b408157260ceb68973de11591,ceb3b3ed20ec016dc4d7cf63cf1be5053b03b355
a8752c484834395b408157260ceb68973de11591,c4f3479f96c06ffbacbe0c6787c233a7b17dbc42
a8752c484834395b408157260ceb68973de11591,ac134d33055d2360ee7c4baa65c255e92b755775
a8752c484834395b408157260ceb68973de11591,3f8852611da1443aeedf25df69464a36da2fc790
a8752c484834395b408157260ceb68973de11591,e3e2d629b55fb4e31418e290752bf673d5691946
a8752c484834395b408157260ceb68973de11591,a28b66c9c95d0223314efe6b579df7874744abfb
a8752c484834395b408157260ceb68973de11591,2658def0b201fd92b11445476fac3007796cab9c
a8752c484834395b408157260ceb68973de11591,08bea111c0108bceda14f1121bda20de43795989
a8752c484834395b408157260ceb68973de11591,02333d3b074e52563c786fb4a2228577ea1928aa
a8752c484834395b408157260ceb68973de11591,b8c741d6cdb84be386cd44bc5bb3debb1eef195a
a8752c484834395b408157260ceb68973de11591,b57abb92e6ef6306b4434c3c52299b17b4a89351
a8752c484834395b408157260ceb68973de11591,1d6cc55703277cd4c09ef073f7c44d347ca0c680
a8752c484834395b408157260ceb68973de11591,04047dd18985322ce3d943703de13ca434a77feb
a8752c484834395b408157260ceb68973de11591,39ef42e852bd49987935a05ad05bb1b0ba3623cd
a8752c484834395b408157260ceb68973de11591,db4590fb56d7b213d6f0a4f841852f06d71985af
a8752c484834395b408157260ceb68973de11591,522987b24276b218ee35a187ac5f842be5612c48
a8752c484834395b408157260ceb68973de11591,c4aa074563859f123cd603f6ecc6e3414c369ae4
a8752c484834395b408157260ceb68973de11591,9c7623d015cb47012792dce79c3ceaa1fd78da23
a8752c484834395b408157260ceb68973de11591,b80bfef66ba40513879421531df17f7899c4f435
a8752c484834395b408157260ceb68973de11591,0fa2714f7e9422c14a014d1e7aa38aeb30591b97
a8752c484834395b408157260ceb68973de11591,54abad75d5ce117da578415603cf7110437be622
a8752c484834395b408157260ceb68973de11591,110044e55b1a3d53b7ab3205d0671889255d4f33
a8752c484834395b408157260ceb68973de11591,570e71a46bab8dcf0ecc4e505831d98d0ffd02d2
a8752c484834395b408157260ceb68973de11591,af0122f283ea2b5d71eda4014916fe198f4094e7
a8752c484834395b408157260ceb68973de11591,5086d97ac87151889b76f70ef936812627cd4ae0
a8752c484834395b408157260ceb68973de11591,34d7dcad06761cfc30c2e2feddd3d3fc57b5670b
a8752c484834395b408157260ceb68973de11591,57a277cfa553d1c31566d4b28d2d9bcc00bfe36f
a8752c484834395b408157260ceb68973de11591,5acb632c44fb19dcea6cc1768eb4de356adf0bd4
a8752c484834395b408157260ceb68973de11591,b4f3cd0780a884090cc4798fa94049be0e49abc6
a8752c484834395b408157260ceb68973de11591,d9390f932dfe3c561fece43ad595c5c9d5ed4365
a8752c484834395b408157260ceb68973de11591,1acdaf001def2649ba9df137d0981b1af88b201a
a8752c484834395b408157260ceb68973de11591,2bfa103d00e510abcd9a61411f24b0d1e48a0925
a8752c484834395b408157260ceb68973de11591,9bf940000e647549fd453517032362a0bbce6fd9
a8752c484834395b408157260ceb68973de11591,87cfbaf484efed89c8e4f678adbb25e03e62b2ab
a8752c484834395b408157260ceb68973de11591,c4a59d66cbc39508a61a717d3513fbe8172c56a9
a8752c484834395b408157260ceb68973de11591,35fda76279d9962a2caeed17de5addbe6be22cea
a8752c484834395b408157260ceb68973de11591,1fbb334bbaa58a5e6268a185ff19f8a835f6e6ec
a8752c484834395b408157260ceb68973de11591,52cec4acfee6e9fceee6acdb5368715742df950f
a8752c484834395b408157260ceb68973de11591,e4433eb357b3d79dabaef4856d4f16225206e463
a8752c484834395b408157260ceb68973de11591,b0d6508436cd704d3724870be89355e25b1964a4
a8752c484834395b408157260ceb68973de11591,cc3accde38da6ae3cc7f480051b812697e195e47
a8752c484834395b408157260ceb68973de11591,8de0f4d3168750a2509a7ef72131e055aba4c674
a8752c484834395b408157260ceb68973de11591,fb4b7c7d9af0868b86e48fc159106bfafc1e5cc5
a8752c484834395b408157260ceb68973de11591,08b20483b5c113bbc596ddc9c5f4b00c80e24d6f
a8752c484834395b408157260ceb68973de11591,5921269c410c6af4ece164683e534cd41e0da55a
a8752c484834395b408157260ceb68973de11591,3b5c428fe2fbaa77224bcdcaaafa56982f3fbe27
a8752c484834395b408157260ceb68973de11591,f0613855fc5a526f4f25681ea8c142c2066e8ae4
a8752c484834395b408157260ceb68973de11591,6700bb0642728122d613f357c56ddcb5b5cddf3f
a8752c484834395b408157260ceb68973de11591,6b79654e8d0c09505c743c58e5ff936f7f912c19
a8752c484834395b408157260ceb68973de11591,fb6ca67b73cad3aa3af96cb86f11c19055ac2a57
a8752c484834395b408157260ceb68973de11591,15aa036f9761495ca881a3f21b09ceab90821104
a8752c484834395b408157260ceb68973de11591,0cec55696cbdeded5dbef4a1fb3b3372fa64ed4a
a8752c484834395b408157260ceb68973de11591,eb678b00566f955fc66ad5ea1c2065fd8a9a66ec
a8752c484834395b408157260ceb68973de11591,0362e66fd1099df5129ca24b5800bded8489d823
a8752c484834395b408157260ceb68973de11591,351757b34d192704aeb6e1715ce295c485098ddd
a8752c484834395b408157260ceb68973de11591,e260fbbcb378735300520d65563ea14ea3cef5f7
a8752c484834395b408157260ceb68973de11591,fbe5c4cbbf895e7c282c800be7fb40786e52b741
a8752c484834395b408157260ceb68973de11591,498b41517e284489510d3d2b1cb0552a906c0c77
a8752c484834395b408157260ceb68973de11591,ed3d24e48e9ceb21ed964a7309d730016acea693
a8752c484834395b408157260ceb68973de11591,3738b0eca19c7cf5fefefa3ab60328d86f4d68b2
a8752c484834395b408157260ceb68973de11591,43bb37b99a91ee4aeffd5a8dc7ce184055726d25
a8752c484834395b408157260ceb68973de11591,ee1a8de8a54697ef6df741ecda0a6215ab07d2eb
a8752c484834395b408157260ceb68973de11591,ebb7cb8d223c13bdba11cd700f514ed7f7cc4d8f
a8752c484834395b408157260ceb68973de11591,4d08c2e718944eae86cc6cc90df5f5e2bb68ebc2
a8752c484834395b408157260ceb68973de11591,3571382ff8c516abc71f7dee477df42dc391b114
a8752c484834395b408157260ceb68973de11591,ae7926f75d11100da13fdbde0a69cce8cc517ac4
a8752c484834395b408157260ceb68973de11591,b81dc9e71b407663235f4c2645fca67fbf151f1a
a8752c484834395b408157260ceb68973de11591,4afdeb9063da9b256b0137c371e88f84a21c4953
a8752c484834395b408157260ceb68973de11591,968c3d5c01dce02029f611240843ffe2c2b58926
a8752c484834395b408157260ceb68973de11591,77619e92d4e3b30d8f287ec9c2bd18d0310c52c0
a8752c484834395b408157260ceb68973de11591,20c9cfd16e6b63daf08713b25b1e42dcd7456d4b
a8752c484834395b408157260ceb68973de11591,23faf1bd2fcfc47817a646baf725208179e244ca
a8752c484834395b408157260ceb68973de11591,0e058669e0004d69c3c42b898ed74943dd8dd186
a8752c484834395b408157260ceb68973de11591,f0662f354587ee29df7112d1120a8043c7df32ae
a8752c484834395b408157260ceb68973de11591,1c4a5c89599fdf46b8a228316ce99024faa96b67
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,ffbd49d613cbd9b75ac0017c12d881f83a408d89
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,6a33b293402e4bfa91e5088a62b870e3cf65ff0e
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,e528f1aa2b772d9bbe629907b7986a0349096915
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,89ed374df4cae00929993d54bc676713d8658df4
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,a34d4b95f53f0949dc2e056824b282a88d6c7dfc
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,b151ba3324c5f2278e330fc8a191ccc92ca1f0fe
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,10e423f8414a7af6001fd58b6817a6d0b699ab45
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,62b59ad68a4595f63e811bf89b24bd78d409dfe3
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,239034018aacd374c4b23f62062c788fc9233998
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,ea67fa9786757d84b6264264bf5f4f87818d2632
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,169d5ea5152154975bf19ac54d1e21fc80753a00
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,6f48affb2076cbdb4fdf0adf389be8802fc3e403
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,4743447416c91d11bf2209562e6b7a5d72962d08
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,c762977b5a30563a7363ae965f14c719ccf6d7a3
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,f4ee248bbdc18ff78447a91ef298b32165e30b81
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,2375986751ab26b325a6f919324c13bb1f5f980c
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,6fb48d4956606e3c73235dca2eca333fe6374cb3
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,7fb26856879ab7ffd27c74f6232da784be7f4516
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,8792e78f1d77b4874ebf7e9dbda486a2311bf0ea
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,59d925ed03680915ff00874e713060cf7385c707
