paperId,authorId
cf34ba2beb033fb2f525c6be10852042c164b239,4378589
337efcb12edaf1b8902e86f2604f32639cebb640,2109048732
337efcb12edaf1b8902e86f2604f32639cebb640,32048389
337efcb12edaf1b8902e86f2604f32639cebb640,9437250
1d45e60e1b1b30adfe891ffedec90e08c8d4ceeb,6345464
1d45e60e1b1b30adfe891ffedec90e08c8d4ceeb,5993218
1d45e60e1b1b30adfe891ffedec90e08c8d4ceeb,1746192
1d45e60e1b1b30adfe891ffedec90e08c8d4ceeb,6183963
d66e5b6d43dd4747215e2c1e53cc7aae39d00968,90088046
d66e5b6d43dd4747215e2c1e53cc7aae39d00968,116640704
166355519196388bfc13099f98a5528bcd040845,2108451959
166355519196388bfc13099f98a5528bcd040845,145207988
166355519196388bfc13099f98a5528bcd040845,50020985
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,88935942
1f407ba997265fdd0d72432dcf8b5d39ad5f0540,51260647
75694d502121ee88697393bb569aa1b19fc4c3f7,1557395278
75694d502121ee88697393bb569aa1b19fc4c3f7,29777554
4fe870ebf208907f0e04adba27070a1831a50158,47375194
e3465de8b10e06d3a80ddd72b53672976c78242d,3071201
e3465de8b10e06d3a80ddd72b53672976c78242d,2109240340
e3465de8b10e06d3a80ddd72b53672976c78242d,2115491726
04a3d9cab65a560fd167df4d8490e64bcc7b1fd7,13226013
04a3d9cab65a560fd167df4d8490e64bcc7b1fd7,2078178
04a3d9cab65a560fd167df4d8490e64bcc7b1fd7,152622442
04a3d9cab65a560fd167df4d8490e64bcc7b1fd7,33982365
04a3d9cab65a560fd167df4d8490e64bcc7b1fd7,4297665
3192a8b66ebd90c071185fd9088900d4d9de421e,2202851730
3192a8b66ebd90c071185fd9088900d4d9de421e,9309376
3192a8b66ebd90c071185fd9088900d4d9de421e,2112232432
3192a8b66ebd90c071185fd9088900d4d9de421e,2058051230
6b55cd861b4b530debfbea28245fc1d0ac40e2b8,32869427
6b55cd861b4b530debfbea28245fc1d0ac40e2b8,2055388166
6b55cd861b4b530debfbea28245fc1d0ac40e2b8,49261835
77ac755b931750bdfb2d2e72117d32e731493ca8,47345437
ef29da536f99361354f09a368671d52e76177817,2150207351
ef29da536f99361354f09a368671d52e76177817,1688479
ef29da536f99361354f09a368671d52e76177817,1751498
ef29da536f99361354f09a368671d52e76177817,2111704789
ef29da536f99361354f09a368671d52e76177817,4580645
ef29da536f99361354f09a368671d52e76177817,86963894
ef29da536f99361354f09a368671d52e76177817,39742668
ef29da536f99361354f09a368671d52e76177817,153115904
d8050b68f44c65bb1bc2d4fee3f3ba2bad0d83e4,144843473
d8050b68f44c65bb1bc2d4fee3f3ba2bad0d83e4,102920974
d8050b68f44c65bb1bc2d4fee3f3ba2bad0d83e4,47649381
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,2110603412
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,144273358
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,31454298
24c51ca58d5d938eb3b0c08e2c557bdef506c86f,1718275
7de4bad1413b436c5058818735295113c59032ca,32349706
7de4bad1413b436c5058818735295113c59032ca,2817369
6520bc58c70d099f8f9098c2903fd336c38ba1e9,3149184
6520bc58c70d099f8f9098c2903fd336c38ba1e9,2054504565
6520bc58c70d099f8f9098c2903fd336c38ba1e9,1749167
cfee8c731f5413121c11ba20979b477ed531e981,1740072
cfee8c731f5413121c11ba20979b477ed531e981,47265275
cfee8c731f5413121c11ba20979b477ed531e981,144520220
f96442ceed8dd7169f029dc5ad38e5222b38a294,37970738
f96442ceed8dd7169f029dc5ad38e5222b38a294,47947895
f96442ceed8dd7169f029dc5ad38e5222b38a294,50031290
f96442ceed8dd7169f029dc5ad38e5222b38a294,116131365
ff530b5a3c667e757445e57839192edceb33fc2b,13049725
ff530b5a3c667e757445e57839192edceb33fc2b,1993125148
ff530b5a3c667e757445e57839192edceb33fc2b,1739594
b1f3eae1daaaef1124a0835a26fdd80f38fb176a,2113341619
b1f3eae1daaaef1124a0835a26fdd80f38fb176a,2066703303
8e5990e4161188465917a4a6cadb110167c6796e,47528107
8e5990e4161188465917a4a6cadb110167c6796e,47785070
c4536cd21000fb527bf4e1ed8b6fb5ad99783c81,2110394701
c4536cd21000fb527bf4e1ed8b6fb5ad99783c81,2870293
da8183138a3234eb9c208c64218f6dbfee528b3a,47845702
da8183138a3234eb9c208c64218f6dbfee528b3a,13856090
da8183138a3234eb9c208c64218f6dbfee528b3a,33367070
da8183138a3234eb9c208c64218f6dbfee528b3a,2118377870
b1aed7f8730e821670db57b76f9e9f5a7344cf66,1766728
b1aed7f8730e821670db57b76f9e9f5a7344cf66,2503549
b1aed7f8730e821670db57b76f9e9f5a7344cf66,88072940
b1aed7f8730e821670db57b76f9e9f5a7344cf66,4442432
7d6bf25d28a60a9b37fc88db3188890ed4270845,40430876
7d6bf25d28a60a9b37fc88db3188890ed4270845,119837997
7d6bf25d28a60a9b37fc88db3188890ed4270845,145118902
dd7a5f4e5a5d54f709effd760c6557367a57358e,2109452295
dd7a5f4e5a5d54f709effd760c6557367a57358e,3159104
dd7a5f4e5a5d54f709effd760c6557367a57358e,145891098
dd7a5f4e5a5d54f709effd760c6557367a57358e,2151978359
5fa35923a47cc6e7f97a03452a4ef0161a70a7ff,145009405
5fa35923a47cc6e7f97a03452a4ef0161a70a7ff,31791553
30b9a2e417ed46027eb3059c6cb67a8a0f738929,9070129
13974c88a0c4d055f78897bdbbf9cc54f89ea046,47366436
13974c88a0c4d055f78897bdbbf9cc54f89ea046,1909719357
13974c88a0c4d055f78897bdbbf9cc54f89ea046,49869907
13974c88a0c4d055f78897bdbbf9cc54f89ea046,2145739542
fa54993764a5a6428bb5f5c0c823440439c492e2,2986389
80b515b0f7eacc949894db3c12864520870f2082,2065897734
80b515b0f7eacc949894db3c12864520870f2082,9332575
80b515b0f7eacc949894db3c12864520870f2082,49397073
80b515b0f7eacc949894db3c12864520870f2082,2113825999
e852df32398cc47d8edba678b123dc09f994d813,144817656
e852df32398cc47d8edba678b123dc09f994d813,1738539
e852df32398cc47d8edba678b123dc09f994d813,144757964
e852df32398cc47d8edba678b123dc09f994d813,3021067
941c5efefdcd90125296387d91b09d14d83b11b0,32349706
941c5efefdcd90125296387d91b09d14d83b11b0,2817369
a3408d2ec113c88aba76b4f70657c22aee47891e,1404992217
a3408d2ec113c88aba76b4f70657c22aee47891e,1734328
a3408d2ec113c88aba76b4f70657c22aee47891e,1398970957
a3408d2ec113c88aba76b4f70657c22aee47891e,73642840
a3408d2ec113c88aba76b4f70657c22aee47891e,147110054
a3408d2ec113c88aba76b4f70657c22aee47891e,1397897365
a3408d2ec113c88aba76b4f70657c22aee47891e,1402983851
5ad3993b2b56f10931e55bd2394931204e568b44,12749459
5ad3993b2b56f10931e55bd2394931204e568b44,40050647
5ad3993b2b56f10931e55bd2394931204e568b44,49177352
5ad3993b2b56f10931e55bd2394931204e568b44,46851053
5ad3993b2b56f10931e55bd2394931204e568b44,40139548
5ad3993b2b56f10931e55bd2394931204e568b44,88941268
5ad3993b2b56f10931e55bd2394931204e568b44,87426604
5ad3993b2b56f10931e55bd2394931204e568b44,80504310
8ee0e5ee0e9b3be02d8619813e3d7221455ff35e,50706865
8ee0e5ee0e9b3be02d8619813e3d7221455ff35e,2109655559
8ee0e5ee0e9b3be02d8619813e3d7221455ff35e,1993608
8ee0e5ee0e9b3be02d8619813e3d7221455ff35e,1739594
8ee0e5ee0e9b3be02d8619813e3d7221455ff35e,3101481
a8752c484834395b408157260ceb68973de11591,2298310
a8752c484834395b408157260ceb68973de11591,2052554618
a8752c484834395b408157260ceb68973de11591,144270495
a8752c484834395b408157260ceb68973de11591,47850766
a8752c484834395b408157260ceb68973de11591,7171146
a8752c484834395b408157260ceb68973de11591,12899350
a8752c484834395b408157260ceb68973de11591,2069280612
a8752c484834395b408157260ceb68973de11591,2117207212
a8752c484834395b408157260ceb68973de11591,4525923
a8752c484834395b408157260ceb68973de11591,2157692196
a8752c484834395b408157260ceb68973de11591,4402132
a8752c484834395b408157260ceb68973de11591,143748931
a8752c484834395b408157260ceb68973de11591,47465026
a8752c484834395b408157260ceb68973de11591,9528253
a8752c484834395b408157260ceb68973de11591,7171755
a8752c484834395b408157260ceb68973de11591,2054442011
a8752c484834395b408157260ceb68973de11591,2157389706
a8752c484834395b408157260ceb68973de11591,2065662348
a8752c484834395b408157260ceb68973de11591,39861352
a8752c484834395b408157260ceb68973de11591,4436594
a8752c484834395b408157260ceb68973de11591,70323318
2fec5a0838e0443d6a1c872a081089008297be43,6137959
2fec5a0838e0443d6a1c872a081089008297be43,145993001
2fec5a0838e0443d6a1c872a081089008297be43,50709933
2fec5a0838e0443d6a1c872a081089008297be43,21636486
fd088e2d6aa5b8f407c06c1bd1e235c7cc539657,104212586
fd088e2d6aa5b8f407c06c1bd1e235c7cc539657,144126110
fd088e2d6aa5b8f407c06c1bd1e235c7cc539657,1764481
fd088e2d6aa5b8f407c06c1bd1e235c7cc539657,2635472
fd088e2d6aa5b8f407c06c1bd1e235c7cc539657,50677777
613dbd1b87286989b53aabd59a1f4dbbc0d90d1c,2110603412
613dbd1b87286989b53aabd59a1f4dbbc0d90d1c,144273358
613dbd1b87286989b53aabd59a1f4dbbc0d90d1c,31454298
613dbd1b87286989b53aabd59a1f4dbbc0d90d1c,1718275
483944100d0c661b53a027f421ccbb5f1d6996d8,32349706
483944100d0c661b53a027f421ccbb5f1d6996d8,1718723
886e78bd385c47159f940653c69d61d81a437610,48481232
bfbfbccb9f00f3653aee661fca800eaa3efaf62b,46933351
bfbfbccb9f00f3653aee661fca800eaa3efaf62b,49355328
062fab632a5086837fdafa87db1ffe541dfc0704,93474037
062fab632a5086837fdafa87db1ffe541dfc0704,2680842
062fab632a5086837fdafa87db1ffe541dfc0704,145104645
062fab632a5086837fdafa87db1ffe541dfc0704,152375893
062fab632a5086837fdafa87db1ffe541dfc0704,2061128645
b0ad487d18037ff5873a6d5e0605ec237e0262ae,145748292
b0ad487d18037ff5873a6d5e0605ec237e0262ae,39802535
b0ad487d18037ff5873a6d5e0605ec237e0262ae,9136907
b0ad487d18037ff5873a6d5e0605ec237e0262ae,9422737
5ce3d9cdc1aeb20f73ffdadea92fd227eef2354b,144634300
5ce3d9cdc1aeb20f73ffdadea92fd227eef2354b,152739930
5ce3d9cdc1aeb20f73ffdadea92fd227eef2354b,144975223
5ce3d9cdc1aeb20f73ffdadea92fd227eef2354b,2067879659
5ce3d9cdc1aeb20f73ffdadea92fd227eef2354b,1892174
530bfa5b82430cade992d14ec91b6d2be9ca7658,2116289798
530bfa5b82430cade992d14ec91b6d2be9ca7658,2110867426
530bfa5b82430cade992d14ec91b6d2be9ca7658,2116273467
530bfa5b82430cade992d14ec91b6d2be9ca7658,2113915079
530bfa5b82430cade992d14ec91b6d2be9ca7658,2054671806
530bfa5b82430cade992d14ec91b6d2be9ca7658,2116417199
30e631dc284a0bf6d923cdd0674d768ff38c68ca,144980925
30e631dc284a0bf6d923cdd0674d768ff38c68ca,47706054
30e631dc284a0bf6d923cdd0674d768ff38c68ca,14226656
30e631dc284a0bf6d923cdd0674d768ff38c68ca,13893385
30e631dc284a0bf6d923cdd0674d768ff38c68ca,3488261
30e631dc284a0bf6d923cdd0674d768ff38c68ca,144129868
4f75648de8d035f588f4e69effdc8e01466ae9cb,122770984
5bbf749a87786b368fbcce32a901745f42fe66c4,31579162
5bbf749a87786b368fbcce32a901745f42fe66c4,5805947
5bbf749a87786b368fbcce32a901745f42fe66c4,32515635
5bbf749a87786b368fbcce32a901745f42fe66c4,40368724
5bbf749a87786b368fbcce32a901745f42fe66c4,39060602
e3f1b34c344e62fa74e258953a49c1f300b2121f,13049725
e3f1b34c344e62fa74e258953a49c1f300b2121f,1993125148
e3f1b34c344e62fa74e258953a49c1f300b2121f,1739594
c84f0c84365d24544c17afe29b0c06ab15a1dc2e,2143430363
c84f0c84365d24544c17afe29b0c06ab15a1dc2e,6673079
c84f0c84365d24544c17afe29b0c06ab15a1dc2e,2202595129
c84f0c84365d24544c17afe29b0c06ab15a1dc2e,2569327
c84f0c84365d24544c17afe29b0c06ab15a1dc2e,2117691355
c84f0c84365d24544c17afe29b0c06ab15a1dc2e,2588020
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,2100774
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,144497932
d874fa8ad1f95a036ba6c27dd4aa872951a6963d,39453874
cfc96d2a4b1d452223b7503b13f466f91370df38,3149184
cfc96d2a4b1d452223b7503b13f466f91370df38,1765524
b4462cfb78a2a1bc558de3617a9ced205b2e83b7,2038909
b4462cfb78a2a1bc558de3617a9ced205b2e83b7,35050981
b4462cfb78a2a1bc558de3617a9ced205b2e83b7,1679742
b4462cfb78a2a1bc558de3617a9ced205b2e83b7,1403267733
b4462cfb78a2a1bc558de3617a9ced205b2e83b7,144880216
1db5beec8564fbb2498f3d7b02a0e6b96ef46af3,31263082
1db5beec8564fbb2498f3d7b02a0e6b96ef46af3,2055812393
1db5beec8564fbb2498f3d7b02a0e6b96ef46af3,114570339
9faa39010bd3fd7076cf638aad03a7e6704e0d57,1388383685
9faa39010bd3fd7076cf638aad03a7e6704e0d57,1381977344
9faa39010bd3fd7076cf638aad03a7e6704e0d57,1382474827
9faa39010bd3fd7076cf638aad03a7e6704e0d57,1405198264
9faa39010bd3fd7076cf638aad03a7e6704e0d57,1401690268
9faa39010bd3fd7076cf638aad03a7e6704e0d57,79688968
9faa39010bd3fd7076cf638aad03a7e6704e0d57,1405198255
9faa39010bd3fd7076cf638aad03a7e6704e0d57,1405423921
9faa39010bd3fd7076cf638aad03a7e6704e0d57,1398375764
818def56e38a2a7704989f31d1fb29239c6499bc,47825970
818def56e38a2a7704989f31d1fb29239c6499bc,2107943723
818def56e38a2a7704989f31d1fb29239c6499bc,2119041929
818def56e38a2a7704989f31d1fb29239c6499bc,50025906
818def56e38a2a7704989f31d1fb29239c6499bc,2154895084
d8d0b64fa1d9bc1e1fe6bf6696a898a2cca5f9b9,67041600
90234b1e12afa18be5dc295a2bbfdf929fda8742,49830884
90234b1e12afa18be5dc295a2bbfdf929fda8742,144751792
90234b1e12afa18be5dc295a2bbfdf929fda8742,46522095
90234b1e12afa18be5dc295a2bbfdf929fda8742,48096447
ee3e29976b238a62f57b37e28d81b9fb47b0357d,2578012
ee3e29976b238a62f57b37e28d81b9fb47b0357d,2210925
3d14b973d89ef867849762e999061b4957a4ed1d,9162187
3d14b973d89ef867849762e999061b4957a4ed1d,9425379
3d14b973d89ef867849762e999061b4957a4ed1d,90057087
3d14b973d89ef867849762e999061b4957a4ed1d,2114157973
c9ecaa1bb32da31e34b0384ef7be25f25a5ddaf9,2877404
c9ecaa1bb32da31e34b0384ef7be25f25a5ddaf9,1804698
c9ecaa1bb32da31e34b0384ef7be25f25a5ddaf9,46947185
c9ecaa1bb32da31e34b0384ef7be25f25a5ddaf9,2116478520
0e8893335b006e14e23108ebe59d445190a7ffbd,2886493
0e8893335b006e14e23108ebe59d445190a7ffbd,1802507
0e8893335b006e14e23108ebe59d445190a7ffbd,3102387
0e8893335b006e14e23108ebe59d445190a7ffbd,47879783
0e8893335b006e14e23108ebe59d445190a7ffbd,2090209
0e8893335b006e14e23108ebe59d445190a7ffbd,15452227
0e8893335b006e14e23108ebe59d445190a7ffbd,145520989
0e8893335b006e14e23108ebe59d445190a7ffbd,144638720
0e8893335b006e14e23108ebe59d445190a7ffbd,40380306
0e8893335b006e14e23108ebe59d445190a7ffbd,2107749258
0e8893335b006e14e23108ebe59d445190a7ffbd,2146398233
0e8893335b006e14e23108ebe59d445190a7ffbd,32442395
0e8893335b006e14e23108ebe59d445190a7ffbd,2057022335
0e8893335b006e14e23108ebe59d445190a7ffbd,2109849031
0e8893335b006e14e23108ebe59d445190a7ffbd,3065531
0e8893335b006e14e23108ebe59d445190a7ffbd,31780890
0e8893335b006e14e23108ebe59d445190a7ffbd,2065519990
0e8893335b006e14e23108ebe59d445190a7ffbd,145944286
7abb1bcd9ae988e6f3ea04b0ffae52aba538ed09,3050917
7abb1bcd9ae988e6f3ea04b0ffae52aba538ed09,1402462666
7abb1bcd9ae988e6f3ea04b0ffae52aba538ed09,2249417
7abb1bcd9ae988e6f3ea04b0ffae52aba538ed09,1726598
8451751ca07fc76839aa937770835eac1b8b2d94,2794163
8451751ca07fc76839aa937770835eac1b8b2d94,145515295
9aff1223371e8b58b8b863460ba770b8c8da72dc,2411277
9aff1223371e8b58b8b863460ba770b8c8da72dc,34350649
7b7b9dee49a34fb6a84af2d154f3b6a5be9e7d0c,9121557
7b7b9dee49a34fb6a84af2d154f3b6a5be9e7d0c,2056932098
7b7b9dee49a34fb6a84af2d154f3b6a5be9e7d0c,9392659
7b7b9dee49a34fb6a84af2d154f3b6a5be9e7d0c,9253611
7b7b9dee49a34fb6a84af2d154f3b6a5be9e7d0c,2277296569
5cc754acb9f4439cd7fad590b0021ae49178107b,8833440
5cc754acb9f4439cd7fad590b0021ae49178107b,13041999
5cc754acb9f4439cd7fad590b0021ae49178107b,8825031
5cc754acb9f4439cd7fad590b0021ae49178107b,49224205
5cc754acb9f4439cd7fad590b0021ae49178107b,8816573
06ed0fa29bd9ca9cde84e4a32b117d5d21866a3a,2155109886
12c797dbe4c9e4db1b7b87646fbbe1be878e1e52,2056296183
12c797dbe4c9e4db1b7b87646fbbe1be878e1e52,2081967
12c797dbe4c9e4db1b7b87646fbbe1be878e1e52,1956248
12c797dbe4c9e4db1b7b87646fbbe1be878e1e52,2115464389
250eea49528febdbb7a13cd3c82efe4db600cd4d,2112821332
250eea49528febdbb7a13cd3c82efe4db600cd4d,2921293
250eea49528febdbb7a13cd3c82efe4db600cd4d,2347934
250eea49528febdbb7a13cd3c82efe4db600cd4d,2143686858
250eea49528febdbb7a13cd3c82efe4db600cd4d,2072645654
250eea49528febdbb7a13cd3c82efe4db600cd4d,2056006561
43a6a0a086c3806ef46186cf218ece00818e1f3e,2284635
43a6a0a086c3806ef46186cf218ece00818e1f3e,47074042
943a6c403d7b8dbbf86d6d8d1fbec90f4c005903,2115812502
943a6c403d7b8dbbf86d6d8d1fbec90f4c005903,2927958
943a6c403d7b8dbbf86d6d8d1fbec90f4c005903,46308112
af4057e3cef861e65a85daaf525bf42e3d76ba7e,2053108800
af4057e3cef861e65a85daaf525bf42e3d76ba7e,2138791242
b097a975bfeb4a94b3f0efb3f2c61fed5a196b5c,2109221649
b097a975bfeb4a94b3f0efb3f2c61fed5a196b5c,2125124521
da0148e69c1072133dbac7000c7b415b6e86789d,2108269421
da0148e69c1072133dbac7000c7b415b6e86789d,2977457
36dc29a6feb123b80535fba1201d9a890f418177,1827805
36dc29a6feb123b80535fba1201d9a890f418177,49473090
36dc29a6feb123b80535fba1201d9a890f418177,3115524
36dc29a6feb123b80535fba1201d9a890f418177,3152930
3cb84597454d27c0f31861598cc516063ccacd35,30775034
3cb84597454d27c0f31861598cc516063ccacd35,30153649
49204a9dc198a10fe87b4ce3ba2267b8d6884e27,120351791
49204a9dc198a10fe87b4ce3ba2267b8d6884e27,98196151
890005c93a7bdcba04b074681d4347eeba5ac93e,6233848
c39008aa2e74df26fb60b0c63eff55cbc870d836,2118159140
c39008aa2e74df26fb60b0c63eff55cbc870d836,2811584
fb64c7d1d593b6ccf0f227e43acf373b383b11d7,2108905717
fb64c7d1d593b6ccf0f227e43acf373b383b11d7,2068711478
fb64c7d1d593b6ccf0f227e43acf373b383b11d7,143678451
fb64c7d1d593b6ccf0f227e43acf373b383b11d7,3024011
fb64c7d1d593b6ccf0f227e43acf373b383b11d7,49261835
67ea0bf7e44baeed5ed61cf312e72da85935e6df,2109725935
67ea0bf7e44baeed5ed61cf312e72da85935e6df,80432134
6abfe4c6cc25244f7d2df5c8247ddcf61d9fe05b,114576739
6abfe4c6cc25244f7d2df5c8247ddcf61d9fe05b,8836411
6abfe4c6cc25244f7d2df5c8247ddcf61d9fe05b,32180035
e221e70ed88f31279f463d4cdb50f77076b08828,50979564
e221e70ed88f31279f463d4cdb50f77076b08828,40408815
015bf5433166c643e3d51e41f929bbd4f2164aec,79711699
c5d81d051b027e17688f07dd9662d9b116876717,2800620
c5d81d051b027e17688f07dd9662d9b116876717,1724757
c5d81d051b027e17688f07dd9662d9b116876717,2925687
3dbff7d2d27ad6911957457213d5cb81e0cb0bd8,2578012
3dbff7d2d27ad6911957457213d5cb81e0cb0bd8,2210925
4070e1bed00d1178d6909dfb2a0aa2df537db5ad,30637053
4070e1bed00d1178d6909dfb2a0aa2df537db5ad,7782790
59bfbd40d8b5a1cad19bda4aa330e57bc2db4333,9452422
59bfbd40d8b5a1cad19bda4aa330e57bc2db4333,104886417
59bfbd40d8b5a1cad19bda4aa330e57bc2db4333,80494147
61b643a68343c15e1fe285a86559e0edc94724fe,1406405662
61b643a68343c15e1fe285a86559e0edc94724fe,35050981
61b643a68343c15e1fe285a86559e0edc94724fe,1679742
61b643a68343c15e1fe285a86559e0edc94724fe,2057759246
61b643a68343c15e1fe285a86559e0edc94724fe,1403267733
61b643a68343c15e1fe285a86559e0edc94724fe,144880216
677b80e91168d446a8f1261820aedb74fe2f6832,145407751
677b80e91168d446a8f1261820aedb74fe2f6832,1778440
677b80e91168d446a8f1261820aedb74fe2f6832,30558534
677b80e91168d446a8f1261820aedb74fe2f6832,40660049
f1e531227339a0c654398ba87417d0cb659c56f9,2146397817
f1e531227339a0c654398ba87417d0cb659c56f9,2108029562
f1e531227339a0c654398ba87417d0cb659c56f9,153492758
f1e531227339a0c654398ba87417d0cb659c56f9,2061506105
f1e531227339a0c654398ba87417d0cb659c56f9,121617190
24682465bd6eb9e54e97ed2eadc65839017e8537,2066619519
72a9478b083f254c7318e600e47be3acab2d4455,48877873
72a9478b083f254c7318e600e47be3acab2d4455,143761498
72a9478b083f254c7318e600e47be3acab2d4455,2054675258
f1e9a4885b372f6de201ac2d891e67318380d8d9,2072848672
f1e9a4885b372f6de201ac2d891e67318380d8d9,2068877152
d7955481d3c572cae097232902d25370c66f2d89,9076550
d7955481d3c572cae097232902d25370c66f2d89,2368880
d7955481d3c572cae097232902d25370c66f2d89,9264516
97181d29b88425ae75bafe133030e7e6394180f1,2114003331
97181d29b88425ae75bafe133030e7e6394180f1,6070443
97181d29b88425ae75bafe133030e7e6394180f1,9148866
97181d29b88425ae75bafe133030e7e6394180f1,48811706
97181d29b88425ae75bafe133030e7e6394180f1,9418420
3c52a630538c1b0a48a7dd19c004c42c9cbf26c7,46275987
3c52a630538c1b0a48a7dd19c004c42c9cbf26c7,2381001
3c52a630538c1b0a48a7dd19c004c42c9cbf26c7,37839912
3c52a630538c1b0a48a7dd19c004c42c9cbf26c7,40325962
3c52a630538c1b0a48a7dd19c004c42c9cbf26c7,2110973887
3c52a630538c1b0a48a7dd19c004c42c9cbf26c7,2640873
3c52a630538c1b0a48a7dd19c004c42c9cbf26c7,145209799
32dc0d2211051e69bbbcf3a5e1e8fd6db51396ab,2053093507
7ce050547d983202f64cac0f7280831383507a07,2053093507
036290f2fb7a48aa687be577a757488d5109c474,147577553
036290f2fb7a48aa687be577a757488d5109c474,70363403
d14f461c77832a0e89de7d508eb7195d46387cc5,6034778
d14f461c77832a0e89de7d508eb7195d46387cc5,12111479
d14f461c77832a0e89de7d508eb7195d46387cc5,39466454
3398927ec01c5a4e7a960828dffd655a817b1406,34590395
3398927ec01c5a4e7a960828dffd655a817b1406,145435541
3398927ec01c5a4e7a960828dffd655a817b1406,12493576
3398927ec01c5a4e7a960828dffd655a817b1406,4690332
3398927ec01c5a4e7a960828dffd655a817b1406,2868603
3398927ec01c5a4e7a960828dffd655a817b1406,144796755
63ec3bd7a316868f729e3000f9b9ddef759a14a5,1400157955
63ec3bd7a316868f729e3000f9b9ddef759a14a5,1405696314
63ec3bd7a316868f729e3000f9b9ddef759a14a5,1733600
63ec3bd7a316868f729e3000f9b9ddef759a14a5,1409065556
ae3bc4eab688c965ad9b3a375d2ce7e2400a87ce,12704599
ae3bc4eab688c965ad9b3a375d2ce7e2400a87ce,46760463
11925cceb8376c88590549c53428caeba614ecc3,50204575
11925cceb8376c88590549c53428caeba614ecc3,6663143
11925cceb8376c88590549c53428caeba614ecc3,14562006
11925cceb8376c88590549c53428caeba614ecc3,2094586437
11925cceb8376c88590549c53428caeba614ecc3,121836649
638135791e7e80c2332e22bf09fbcb005b2f773a,8574200
638135791e7e80c2332e22bf09fbcb005b2f773a,1875161
638135791e7e80c2332e22bf09fbcb005b2f773a,1813773
638135791e7e80c2332e22bf09fbcb005b2f773a,2108183324
638135791e7e80c2332e22bf09fbcb005b2f773a,145124315
638135791e7e80c2332e22bf09fbcb005b2f773a,145248113
638135791e7e80c2332e22bf09fbcb005b2f773a,3312392
638135791e7e80c2332e22bf09fbcb005b2f773a,2084534612
638135791e7e80c2332e22bf09fbcb005b2f773a,144260556
7da8a6a359f4a19dceb2c0df1fb3d34f9e3eb02f,148213279
